scheme,scale,I,I_err,Sigma_pp
DimReg_finite,0.1,-0.1166503235296795,0.0,-0.1166503235296795
DimReg_finite,0.3333333333333333,-0.0556563487259352,0.0,-0.0556563487259352
DimReg_finite,1.0,0.0,0.0,0.0
DimReg_finite,3.0,0.0556563487259352,0.0,0.0556563487259352
DimReg_finite,10.0,0.1166503235296795,0.0,0.1166503235296795
